[DateTime], [Close]
2017-01-31,3112.4000
2017-02-28,3578.9000
2017-03-31,4418.0000
2017-04-30,3487.7000
2017-05-31,3975.2000
2017-06-30,3961.5000
2017-07-31,4029.3000
2017-08-31,4228.0000
2017-09-30,4408.2000
2017-10-31,4556.8000
2017-11-30,4941.6000
2017-12-31,4900.9000
2018-01-31,4008.3000

To view more historical data, please upgrade your subscription.
