[DateTime], [Close]
2017-01-31,3025.7000
2017-02-28,3242.4000
2017-03-31,4104.7000
2017-04-30,3336.3000
2017-05-31,3533.0000
2017-06-30,3409.9000
2017-07-31,3202.6000
2017-08-31,3657.5000
2017-09-30,3815.1000
2017-10-31,3856.0000
2017-11-30,4302.9000
2017-12-31,3780.5000
2018-01-31,3724.2000

To view more historical data, please upgrade your subscription.
